,AST_allowed_ave,AST_allowed_tot,AST_ave,AST_away_allowed_ave,AST_away_allowed_tot,AST_away_ave,AST_away_tot,AST_home_allowed_ave,AST_home_allowed_tot,AST_home_ave,AST_home_tot,AST_tot,LOSSES,LOSSES_AWAY,LOSSES_HOME,PTS_allowed_ave,PTS_allowed_tot,PTS_ave,PTS_away_allowed_ave,PTS_away_allowed_tot,PTS_away_ave,PTS_away_tot,PTS_home_allowed_ave,PTS_home_allowed_tot,PTS_home_ave,PTS_home_tot,PTS_tot,REB_allowed_ave,REB_allowed_tot,REB_ave,REB_away_allowed_ave,REB_away_allowed_tot,REB_away_ave,REB_away_tot,REB_home_allowed_ave,REB_home_allowed_tot,REB_home_ave,REB_home_tot,REB_tot,SEASON,TEAM_ABBREVIATION,TEAM_ID,WINS,WINS_AWAY,WINS_HOME,WIN_PCT,WIN_PCT_AWAY,WIN_PCT_HOME
0,18.634146341463413,1528.0,20.378048780487806,19.75609756097561,810.0,20.682926829268293,848.0,17.51219512195122,718.0,20.073170731707318,823.0,1671.0,40.0,27.0,13.0,89.89024390243902,7371.0,88.67073170731707,92.95121951219512,3811.0,87.39024390243902,3583.0,86.82926829268293,3560.0,89.95121951219512,3688.0,7271.0,36.573170731707314,2999.0,41.15853658536585,37.51219512195122,1538.0,40.53658536585366,1662.0,35.63414634146341,1461.0,41.78048780487805,1713.0,3375.0,2003.0,UTA,1610612762.0,42.0,14.0,28.0,0.5121951219512195,0.34146341463414637,0.6829268292682927
0,20.414634146341463,1674.0,23.353658536585368,20.829268292682926,854.0,22.341463414634145,916.0,20.0,820.0,24.365853658536587,999.0,1915.0,32.0,22.0,10.0,94.26829268292683,7730.0,96.70731707317073,97.34146341463415,3991.0,95.17073170731707,3902.0,91.1951219512195,3739.0,98.2439024390244,4028.0,7930.0,43.98780487804878,3607.0,41.80487804878049,44.34146341463415,1818.0,39.46341463414634,1618.0,43.63414634146341,1789.0,44.146341463414636,1810.0,3428.0,2003.0,MEM,1610612763.0,50.0,19.0,31.0,0.6097560975609756,0.4634146341463415,0.7560975609756098
0,23.975609756097562,1966.0,18.74390243902439,24.951219512195124,1023.0,18.024390243902438,739.0,23.0,943.0,19.463414634146343,798.0,1537.0,57.0,33.0,24.0,97.4390243902439,7990.0,91.8048780487805,98.8048780487805,4051.0,89.95121951219512,3688.0,96.07317073170732,3939.0,93.65853658536585,3840.0,7528.0,43.51219512195122,3568.0,42.76829268292683,45.34146341463415,1859.0,41.829268292682926,1715.0,41.68292682926829,1709.0,43.707317073170735,1792.0,3507.0,2003.0,WAS,1610612764.0,25.0,8.0,17.0,0.3048780487804878,0.1951219512195122,0.4146341463414634
0,19.036585365853657,1561.0,20.75609756097561,18.878048780487806,774.0,18.951219512195124,777.0,19.195121951219512,787.0,22.5609756097561,925.0,1702.0,28.0,18.0,10.0,84.2560975609756,6909.0,90.09756097560975,85.1951219512195,3493.0,88.6829268292683,3636.0,83.3170731707317,3416.0,91.51219512195122,3752.0,7388.0,40.646341463414636,3333.0,42.75609756097561,41.53658536585366,1703.0,41.63414634146341,1707.0,39.75609756097561,1630.0,43.8780487804878,1799.0,3506.0,2003.0,DET,1610612765.0,54.0,23.0,31.0,0.6585365853658537,0.5609756097560976,0.7560975609756098
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,CHA,1610612766.0,0.0,0.0,0.0,0.0,0.0,0.0
0,21.74390243902439,1783.0,22.048780487804876,21.78048780487805,893.0,20.609756097560975,845.0,21.70731707317073,890.0,23.48780487804878,963.0,1808.0,47.0,29.0,18.0,95.53658536585365,7834.0,92.91463414634147,96.46341463414635,3955.0,90.29268292682927,3702.0,94.60975609756098,3879.0,95.53658536585365,3917.0,7619.0,42.02439024390244,3446.0,45.573170731707314,42.80487804878049,1755.0,44.97560975609756,1844.0,41.24390243902439,1691.0,46.170731707317074,1893.0,3737.0,2003.0,CLE,1610612739.0,35.0,12.0,23.0,0.4268292682926829,0.2926829268292683,0.5609756097560976
0,21.48780487804878,1762.0,20.5,23.390243902439025,959.0,19.902439024390244,816.0,19.585365853658537,803.0,21.097560975609756,865.0,1681.0,45.0,31.0,14.0,94.01219512195122,7709.0,93.28048780487805,96.29268292682927,3948.0,89.7560975609756,3680.0,91.73170731707317,3761.0,96.8048780487805,3969.0,7649.0,42.84146341463415,3513.0,43.109756097560975,43.951219512195124,1802.0,39.951219512195124,1638.0,41.73170731707317,1711.0,46.26829268292683,1897.0,3535.0,2003.0,GSW,1610612744.0,37.0,10.0,27.0,0.45121951219512196,0.24390243902439024,0.6585365853658537
0,21.98780487804878,1803.0,19.682926829268293,23.195121951219512,951.0,19.24390243902439,789.0,20.78048780487805,852.0,20.121951219512194,825.0,1614.0,69.0,37.0,32.0,102.45121951219512,8401.0,92.7439024390244,103.73170731707317,4253.0,91.60975609756098,3756.0,101.17073170731707,4148.0,93.8780487804878,3849.0,7605.0,41.28048780487805,3385.0,41.890243902439025,42.34146341463415,1736.0,40.65853658536585,1667.0,40.21951219512195,1649.0,43.1219512195122,1768.0,3435.0,2004.0,ATL,1610612737.0,13.0,4.0,9.0,0.15853658536585366,0.0975609756097561,0.21951219512195122
0,22.670731707317074,1859.0,22.073170731707318,23.317073170731707,956.0,21.4390243902439,879.0,22.024390243902438,903.0,22.70731707317073,931.0,1810.0,37.0,23.0,14.0,100.40243902439025,8233.0,101.26829268292683,103.85365853658537,4258.0,101.85365853658537,4176.0,96.95121951219512,3975.0,100.6829268292683,4128.0,8304.0,42.26829268292683,3466.0,40.81707317073171,43.53658536585366,1785.0,39.5609756097561,1622.0,41.0,1681.0,42.073170731707314,1725.0,3347.0,2004.0,BOS,1610612738.0,45.0,18.0,27.0,0.5487804878048781,0.43902439024390244,0.6585365853658537
0,21.24390243902439,1742.0,21.024390243902438,21.170731707317074,868.0,19.26829268292683,790.0,21.317073170731707,874.0,22.78048780487805,934.0,1724.0,64.0,34.0,30.0,95.51219512195122,7832.0,88.4390243902439,95.17073170731707,3902.0,86.5609756097561,3549.0,95.85365853658537,3930.0,90.3170731707317,3703.0,7252.0,41.853658536585364,3432.0,40.24390243902439,42.829268292682926,1756.0,40.26829268292683,1651.0,40.8780487804878,1676.0,40.21951219512195,1649.0,3300.0,2004.0,NOP,1610612740.0,18.0,7.0,11.0,0.21951219512195122,0.17073170731707318,0.2682926829268293
