,AWAY_PTS,AWAY_TEAM,DATE,HOME_PTS,HOME_TEAM,HOME_TEAM_WINS,MARGIN,OLD_INDEX,PRED_AWAY_PTS,PRED_AWAY_WIN_PROB,PRED_HOME_PTS,PRED_HOME_TEAM_WINS,PRED_HOME_WIN_PROB
0,80,MIA,2010-10-26,88,BOS,1,0.04336043360433606,0,94.5,0.5555555555555556,93.5,0.0,0.4878048780487805
1,92,PHX,2010-10-26,106,POR,1,0.03778770182068025,2,98.5,0.28169014084507044,105.5,1.0,0.7560975609756098
2,110,HOU,2010-10-26,112,LAL,1,0.03778770182068025,4,94.25,0.28169014084507044,100.75,1.0,0.7560975609756098
3,98,DET,2010-10-27,101,BKN,1,0.030804774740084806,6,92.0,0.40816326530612246,96.0,1.0,0.6226415094339622
4,87,BOS,2010-10-27,95,CLE,1,0.03703703703703698,8,94.75,0.6666666666666666,90.25,0.0,0.37037037037037035
5,98,NYK,2010-10-27,93,TOR,0,0.025321117812255434,10,106.75,0.49261083743842365,107.75,1.0,0.5327102803738317
6,97,MIA,2010-10-27,87,PHI,0,0.03556910569105698,12,100.0,0.7916666666666666,92.0,0.0,0.24390243902439024
7,119,ATL,2010-10-27,104,MEM,0,0.04140786749482395,14,95.25,0.47619047619047616,97.25,1.0,0.5652173913043478
8,117,SAC,2010-10-27,116,MIN,0,0.03337505214851899,16,100.75,0.425531914893617,104.25,1.0,0.6078431372549019
9,91,MIL,2010-10-27,95,NOP,1,0.034782608695652195,18,93.0,0.43478260869565216,96.0,1.0,0.6
10,95,CHI,2010-10-27,106,OKC,1,0.03276003276003281,20,93.25,0.30303030303030304,99.75,1.0,0.7297297297297297
11,86,CHA,2010-10-27,101,DAL,1,0.03571428571428559,22,88.0,0.2857142857142857,95.0,1.0,0.75
12,109,IND,2010-10-27,122,SAS,1,0.04120581218824548,24,97.75,0.22988505747126436,106.25,1.0,0.8113207547169812
13,88,UTA,2010-10-27,110,DEN,1,0.03337505214851899,26,103.25,0.425531914893617,106.25,1.0,0.6078431372549019
14,128,HOU,2010-10-27,132,GSW,1,0.03337505214851899,28,106.75,0.425531914893617,110.25,1.0,0.6078431372549019
15,98,POR,2010-10-27,88,LAC,0,0.037878787878787845,30,97.25,0.5833333333333334,94.75,0.0,0.45454545454545453
16,83,WAS,2010-10-28,112,ORL,1,0.024372759856630788,32,88.75,0.08888888888888889,102.25,1.0,0.9354838709677419
17,110,PHX,2010-10-28,94,UTA,0,0.03968253968253954,34,101.0,0.2777777777777778,108.5,1.0,0.7619047619047619
18,104,IND,2010-10-29,101,CHA,0,0.03703703703703698,36,96.25,0.37037037037037035,101.25,1.0,0.6666666666666666
19,100,SAC,2010-10-29,106,BKN,1,0.03958436417615041,38,97.75,0.46511627906976744,99.75,1.0,0.574468085106383
20,104,ATL,2010-10-29,101,PHI,0,0.030804774740084806,40,98.25,0.6226415094339622,94.75,0.0,0.40816326530612246
21,81,CLE,2010-10-29,101,TOR,1,0.029629629629629672,42,95.25,0.4,99.25,1.0,0.6296296296296297
22,101,NYK,2010-10-29,105,BOS,1,0.03333333333333344,44,95.25,0.2,104.75,1.0,0.8333333333333334
23,105,OKC,2010-10-29,104,DET,0,0.03472222222222232,46,100.75,0.7222222222222222,94.75,0.0,0.3125
24,70,ORL,2010-10-29,96,MIA,1,0.03205128205128216,48,92.5,0.4166666666666667,96.0,1.0,0.6153846153846154
25,85,MIL,2010-10-29,96,MIN,1,0.0325309043591413,50,104.25,0.6551724137931034,99.75,0.0,0.37735849056603776
26,95,DEN,2010-10-29,101,NOP,1,0.04140786749482395,52,103.25,0.47619047619047616,105.25,1.0,0.5652173913043478
27,91,MEM,2010-10-29,90,DAL,0,0.03333333333333344,54,95.25,0.2,104.25,1.0,0.8333333333333334
