,AWAY_PTS,AWAY_TEAM,DATE,HOME_PTS,HOME_TEAM,HOME_TEAM_WINS,MARGIN,OLD_INDEX,PRED_AWAY_PTS,PRED_AWAY_WIN_PROB,PRED_HOME_PTS,PRED_HOME_TEAM_WINS,PRED_HOME_WIN_PROB
0,85,CLE,2008-10-28,90,BOS,1,0.03472222222222232,0,88.25,0.3125,94.25,1.0,0.7222222222222222
1,95,MIL,2008-10-28,108,CHI,1,0.03276003276003281,2,96.0,0.30303030303030304,102.0,1.0,0.7297297297297297
2,76,POR,2008-10-28,96,LAL,1,0.03414762280010519,4,93.5,0.24691358024691357,101.5,1.0,0.7872340425531915
3,95,TOR,2008-10-29,84,PHI,0,0.04105571847507328,6,91.25,0.36363636363636365,96.25,1.0,0.6774193548387096
4,99,ATL,2008-10-29,85,ORL,0,0.031136481577581865,8,97.25,0.24390243902439024,105.25,1.0,0.7872340425531915
5,95,BKN,2008-10-29,85,WAS,0,0.03921568627450989,10,92.5,0.3333333333333333,98.0,1.0,0.7058823529411765
6,115,MIA,2008-10-29,120,NYK,1,0.04140786749482395,12,103.75,0.47619047619047616,105.75,1.0,0.5652173913043478
7,94,IND,2008-10-29,100,DET,1,0.04166666666666674,14,88.75,0.16666666666666666,99.25,1.0,0.875
8,98,MIL,2008-10-29,87,OKC,0,0.025542784163473886,16,97.75,0.37037037037037035,102.25,1.0,0.6551724137931034
9,96,SAC,2008-10-29,98,MIN,1,0.03686635944700467,18,97.0,0.3225806451612903,103.0,1.0,0.7142857142857143
10,103,PHX,2008-10-29,98,SAS,0,0.04707884288145214,20,93.0,0.5348837209302325,92.0,0.0,0.5121951219512195
11,71,MEM,2008-10-29,82,HOU,1,0.042424242424242475,22,89.75,0.13333333333333333,102.25,1.0,0.9090909090909091
12,94,DEN,2008-10-29,98,UTA,1,0.032608695652173836,24,99.25,0.25,107.25,1.0,0.782608695652174
13,108,NOP,2008-10-29,103,GSW,0,0.03571428571428559,26,107.0,0.75,99.5,0.0,0.2857142857142857
14,117,LAL,2008-10-29,79,LAC,0,0.05714285714285716,28,103.75,0.8571428571428571,93.75,0.0,0.2
