,AWAY_PTS,AWAY_TEAM,DATE,HOME_PTS,HOME_TEAM,HOME_TEAM_WINS,MARGIN,OLD_INDEX,PRED_AWAY_PTS,PRED_AWAY_WIN_PROB,PRED_HOME_PTS,PRED_HOME_TEAM_WINS,PRED_HOME_WIN_PROB
0,88,NYK,2016-10-25,117,CLE,1,0.037962037962038016,0,98.5,0.21978021978021975,107.5,1.0,0.8181818181818182
1,104,UTA,2016-10-25,113,POR,1,0.04047558816089048,2,93.25,0.3389830508474576,98.75,1.0,0.7014925373134329
2,129,SAS,2016-10-25,100,GSW,0,0.03529411764705892,4,102.0,0.2352941176470588,110.0,1.0,0.8
3,108,MIA,2016-10-26,96,ORL,0,0.033375052148518984,6,98.5,0.425531914893617,101.5,1.0,0.6078431372549019
4,121,DAL,2016-10-26,130,IND,1,0.03341687552213868,8,99.5,0.3508771929824561,105.0,1.0,0.6825396825396826
5,91,DET,2016-10-26,109,TOR,1,0.04480286738351258,10,95.5,0.3225806451612903,101.5,1.0,0.7222222222222222
6,117,BKN,2016-10-26,122,BOS,1,0.04285295315218352,12,100.5,0.14265335235378032,112.0,1.0,0.9001996007984032
7,98,MIN,2016-10-26,102,MEM,1,0.04545454545454541,14,100.25,0.5454545454545454,98.75,0.0,0.5
8,107,CHA,2016-10-26,96,MIL,0,0.04545454545454541,16,98.25,0.5454545454545454,96.75,0.0,0.5
9,103,OKC,2016-10-26,97,PHI,0,0.036482334869431636,18,109.25,0.8214285714285714,100.25,0.0,0.21505376344086025
10,107,DEN,2016-10-26,102,NOP,0,0.043360433604336064,20,102.25,0.4878048780487805,103.75,1.0,0.5555555555555556
11,113,SAC,2016-10-26,94,PHX,0,0.034782608695652195,22,104.25,0.43478260869565216,107.25,1.0,0.6
12,114,HOU,2016-10-26,120,LAL,1,0.04480286738351258,24,115.5,0.7222222222222222,109.5,0.0,0.3225806451612903
13,99,WAS,2016-10-27,114,ATL,1,0.028520499108734443,26,99.0,0.392156862745098,102.5,1.0,0.6363636363636364
